,brand,owner,fuel,selling_price
3459,Chevrolet,second,petrol,9920000
3460,Peugeot,first,diesel,6350000
3461,Toyota,third,cng,7200000
3462,Ferrari,third,diesel,4790000
3463,Renault,first,diesel,1910000
3464,Porsche,second,petrol,7960000
3465,Peugeot,second,lpg,6450000
3466,BMW,first,lpg,4600000
3467,Chevrolet,second,lpg,9990000
3468,Peugeot,first,cng,3320000
3469,Renault,third,lpg,5090000
3470,Audi,second,petrol,9800000
3471,Renault,second,cng,7350000
3472,Porsche,third,cng,1640000
3473,Volvo,first,petrol,6000000
3474,Peugeot,first,petrol,2090000
3475,Audi,third,lpg,3880000
3476,Chevrolet,first,diesel,5320000
3477,Volvo,first,cng,1170000
3478,Toyota,first,petrol,4860000
3479,Volvo,second,cng,8080000
3480,Chevrolet,second,lpg,9420000
3481,Mitsubishi,first,lpg,9540000
3482,Chevrolet,second,petrol,8970000
3483,Renault,first,diesel,2580000
3484,Renault,second,cng,4730000
3485,Porsche,third,petrol,1260000
3486,Toyota,third,diesel,7640000
3487,Honda,first,petrol,1930000
3488,Porsche,second,cng,1470000
3489,Toyota,third,cng,5500000
3490,Renault,first,petrol,2920000
3491,Jaguar,first,diesel,4810000
3492,Tesla,third,lpg,9900000
3493,Audi,first,diesel,2940000
3494,Chevrolet,second,diesel,2230000
3495,Renault,first,cng,8150000
3496,Jaguar,first,diesel,9220000
3497,Porsche,third,lpg,4000000
3498,Porsche,third,cng,3820000
3499,Peugeot,first,cng,8810000
3500,Volkswagen,first,diesel,6720000
3501,Toyota,second,petrol,5700000
3502,Audi,second,petrol,4240000
3503,Renault,first,diesel,9510000
3504,Toyota,third,diesel,9000000
3505,Chevrolet,third,petrol,6120000
3506,Toyota,first,cng,2570000
3507,Ferrari,third,petrol,5990000
3508,Porsche,third,diesel,6040000
3509,Volkswagen,first,petrol,9310000
3510,Volvo,third,petrol,6010000
3511,Tesla,second,petrol,2170000
3512,Tesla,first,cng,3400000
3513,Lamborghini,third,cng,1850000
3514,Audi,second,lpg,7550000
3515,Peugeot,first,petrol,1860000
3516,Tesla,third,petrol,3320000
3517,Renault,third,cng,1050000
3518,Tesla,third,cng,5080000
3519,Jaguar,first,petrol,9210000
3520,Renault,second,cng,2550000
3521,Volvo,first,cng,3130000
3522,Porsche,third,lpg,4080000
3523,Peugeot,third,lpg,3470000
3524,Renault,third,petrol,6240000
3525,Jaguar,second,diesel,6470000
3526,Jaguar,third,cng,1870000
3527,Peugeot,second,petrol,4450000
3528,Audi,third,petrol,9600000
3529,Ferrari,first,lpg,9600000
3530,Renault,third,petrol,4300000
3531,Chevrolet,first,diesel,7810000
3532,Volkswagen,third,diesel,6960000
3533,Audi,third,petrol,4880000
3534,Chevrolet,second,lpg,6920000
3535,Toyota,second,lpg,5260000
3536,Tesla,first,cng,5030000
3537,Ford,first,cng,4350000
3538,Renault,first,lpg,6630000
3539,Volkswagen,third,cng,2830000
3540,Volkswagen,second,cng,2090000
3541,Audi,second,lpg,5850000
3542,Tesla,first,cng,9700000
3543,Ferrari,first,diesel,6600000
3544,Volkswagen,third,petrol,8170000
3545,Ford,second,cng,2600000
3546,Peugeot,second,diesel,5260000
3547,Audi,first,petrol,4310000
3548,Tesla,first,lpg,5210000
3549,Porsche,first,petrol,2080000
3550,Volkswagen,third,cng,1430000
3551,Audi,third,lpg,1450000
3552,Volvo,second,diesel,1250000
3553,Porsche,third,diesel,5600000
3554,Tesla,second,diesel,7160000
3555,Renault,third,cng,5680000
3556,Kia,third,petrol,7760000
3557,Lamborghini,second,petrol,4390000
3558,Jaguar,third,petrol,1620000
3559,Renault,third,lpg,3470000
3560,Ford,second,lpg,5100000
3561,Porsche,first,lpg,6330000
3562,Peugeot,first,cng,4590000
3563,Jaguar,first,cng,2430000
3564,Toyota,second,petrol,7550000
3565,Chevrolet,third,lpg,3860000
3566,Ferrari,first,petrol,3600000
3567,Peugeot,second,lpg,3650000
3568,Audi,third,lpg,9880000
3569,Tesla,third,cng,5690000
3570,Jaguar,second,diesel,7160000
3571,Ferrari,third,lpg,6800000
3572,Peugeot,first,petrol,9800000
3573,Toyota,third,cng,1090000
3574,Toyota,second,lpg,9630000
3575,Ford,third,cng,5920000
3576,Jaguar,third,diesel,4220000
3577,Jaguar,second,lpg,7470000
3578,Chevrolet,first,petrol,1060000
3579,Volvo,second,petrol,7670000
3580,Toyota,second,lpg,1550000
3581,Porsche,third,cng,4210000
3582,Ford,second,lpg,1670000
3583,Tesla,first,diesel,7140000
3584,Tesla,second,lpg,5680000
3585,Jaguar,first,petrol,5390000
3586,Tesla,first,cng,2710000
3587,Tesla,third,cng,2920000
3588,Volkswagen,second,petrol,5200000
3589,Porsche,first,petrol,9200000
3590,Toyota,third,diesel,7690000
3591,Volvo,first,petrol,6430000
3592,Porsche,second,diesel,6020000
3593,Porsche,first,diesel,4320000
3594,Porsche,second,diesel,1900000
3595,Peugeot,second,cng,1570000
3596,Volkswagen,first,lpg,9810000
3597,Toyota,second,lpg,8010000
3598,Chevrolet,third,petrol,7730000
3599,Jaguar,second,diesel,5840000
3600,Honda,first,petrol,4050000
3601,Volvo,second,lpg,5750000
3602,Tesla,first,petrol,2500000
3603,Toyota,first,diesel,5900000
3604,Lamborghini,first,lpg,6300000
3605,Renault,first,cng,1120000
3606,Ferrari,second,cng,4700000
3607,Ferrari,third,petrol,5670000
3608,Chevrolet,first,diesel,5720000
3609,Chevrolet,first,petrol,8170000
3610,Porsche,third,petrol,1420000
3611,Volkswagen,second,cng,2240000
3612,Audi,first,diesel,9520000
3613,Toyota,second,lpg,2030000
3614,Audi,first,cng,7660000
3615,Ford,third,petrol,4120000
3616,Toyota,first,petrol,1920000
3617,Volkswagen,first,lpg,2430000
3618,Tesla,third,petrol,9480000
3619,BMW,third,lpg,7180000
3620,Volkswagen,first,diesel,9200000
3621,Chevrolet,first,cng,3810000
3622,Jaguar,first,diesel,9060000
3623,Audi,second,diesel,4560000
3624,Ford,second,diesel,8390000
3625,Tesla,third,petrol,4030000
3626,Volkswagen,first,cng,7110000
3627,Audi,first,diesel,2870000
3628,Porsche,first,lpg,6310000
3629,Ferrari,second,diesel,7160000
3630,Volkswagen,second,petrol,5930000
3631,Porsche,first,lpg,1050000
3632,Chevrolet,first,cng,5560000
3633,Tesla,second,diesel,2860000
3634,Ferrari,first,cng,7550000
3635,Ferrari,first,petrol,7020000
3636,Ferrari,third,petrol,1100000
3637,Porsche,first,lpg,4380000
3638,Peugeot,third,cng,7910000
3639,Volvo,third,petrol,1710000
3640,Peugeot,first,cng,2490000
3641,Chevrolet,third,diesel,5010000
3642,Ferrari,second,petrol,6730000
3643,Chevrolet,second,cng,5300000
3644,Audi,second,diesel,3960000
3645,Mitsubishi,third,petrol,9980000
3646,Jaguar,second,cng,9780000
3647,Peugeot,second,petrol,3140000
3648,Audi,first,petrol,1930000
3649,Porsche,first,diesel,1950000
3650,Tesla,third,petrol,1430000
3651,Audi,third,lpg,6200000
3652,Ferrari,first,lpg,9690000
3653,Renault,third,diesel,8840000
3654,Toyota,first,petrol,7960000
3655,Porsche,first,lpg,8410000
3656,Renault,first,petrol,1180000
3657,Audi,third,diesel,1990000
3658,Porsche,third,lpg,1080000
3659,Honda,first,cng,8390000
3660,Porsche,first,lpg,3430000
3661,Tesla,third,lpg,9440000
3662,Toyota,first,cng,5820000
3663,Kia,third,cng,3630000
3664,Ford,third,petrol,6590000
3665,Jaguar,second,cng,4350000
3666,Ferrari,first,cng,6330000
3667,Hyundai,second,petrol,8620000
3668,Toyota,third,cng,4190000
3669,Toyota,third,diesel,6770000
3670,Renault,second,lpg,8300000
3671,Audi,second,cng,3520000
3672,Tesla,second,petrol,5270000
3673,Volvo,first,lpg,9410000
3674,Chevrolet,third,diesel,7030000
3675,Lamborghini,second,lpg,7360000
3676,Volkswagen,second,petrol,6000000
3677,Jaguar,second,petrol,3430000
3678,Kia,first,lpg,7010000
3679,Ford,third,petrol,1490000
3680,Audi,first,cng,2590000
3681,Chevrolet,third,lpg,2600000
3682,Toyota,third,petrol,6370000
3683,Renault,third,lpg,3550000
3684,Porsche,first,diesel,8260000
3685,Peugeot,first,diesel,3810000
3686,Jaguar,first,lpg,7080000
3687,Volvo,second,cng,9710000
3688,Ford,first,cng,5840000
3689,Audi,first,petrol,6560000
3690,Volkswagen,second,petrol,1020000
3691,Porsche,third,lpg,1170000
3692,Kia,third,cng,1640000
3693,Ferrari,third,petrol,3600000
3694,Toyota,first,cng,6100000
3695,Chevrolet,second,cng,2630000
3696,Renault,second,cng,6070000
3697,Jaguar,first,cng,5300000
3698,Ferrari,third,lpg,6090000
3699,Ferrari,second,petrol,9810000
3700,Peugeot,first,lpg,4650000
3701,Peugeot,third,lpg,1620000
3702,Ferrari,second,petrol,7090000
3703,Audi,third,diesel,4300000
3704,Porsche,first,cng,4400000
3705,Ford,third,petrol,9690000
3706,Volkswagen,third,petrol,2640000
3707,Peugeot,first,petrol,5010000
3708,Volvo,second,lpg,9280000
3709,Ferrari,second,petrol,7050000
3710,Volvo,third,petrol,7040000
3711,Toyota,third,cng,8760000
3712,Porsche,first,cng,4460000
3713,Volvo,third,cng,6860000
3714,Renault,third,cng,4990000
3715,BMW,third,diesel,3740000
3716,Audi,first,cng,9290000
3717,Ford,third,lpg,3910000
3718,Chevrolet,first,diesel,1450000
3719,Chevrolet,first,petrol,5180000
3720,Porsche,third,petrol,8360000
3721,Jaguar,first,diesel,9370000
3722,Audi,first,lpg,7400000
3723,Chevrolet,third,diesel,7650000
3724,Jaguar,third,diesel,7480000
3725,Jaguar,third,cng,2280000
3726,Chevrolet,second,cng,1220000
3727,Toyota,first,diesel,3440000
3728,Toyota,third,lpg,5730000
3729,Ferrari,first,diesel,4430000
3730,Renault,first,diesel,5940000
3731,Peugeot,first,lpg,8970000
3732,Volkswagen,second,cng,2690000
3733,Audi,first,lpg,6310000
3734,Tesla,first,diesel,4800000
3735,Renault,first,cng,5440000
3736,Chevrolet,third,lpg,8510000
3737,Tesla,second,diesel,9520000
3738,Peugeot,second,cng,5230000
3739,Toyota,second,diesel,1360000
3740,Tesla,third,diesel,1260000
3741,Ferrari,second,diesel,2140000
3742,Volkswagen,second,lpg,6810000
3743,Porsche,third,diesel,6280000
3744,Tesla,first,diesel,4040000
3745,Ferrari,second,lpg,7300000
3746,Ford,second,cng,2920000
3747,Audi,third,cng,9450000
3748,Toyota,first,petrol,9510000
3749,Volkswagen,first,diesel,1110000
3750,Renault,third,petrol,8390000
3751,Volvo,third,petrol,4030000
3752,Toyota,second,petrol,4640000
3753,Peugeot,second,petrol,7410000
3754,Tesla,third,diesel,4190000
3755,Audi,third,diesel,2020000
3756,Peugeot,first,cng,1510000
3757,Chevrolet,third,cng,4510000
3758,Volkswagen,first,cng,9860000
3759,Audi,first,lpg,5560000
3760,Renault,third,petrol,4970000
3761,Honda,first,cng,5550000
3762,BMW,first,petrol,5040000
3763,Tesla,third,diesel,4140000
3764,Toyota,first,diesel,9940000
3765,Audi,third,lpg,8220000
3766,Audi,first,diesel,4100000
3767,Ferrari,second,diesel,5830000
3768,Jaguar,first,petrol,9370000
3769,Chevrolet,third,diesel,9890000
3770,Audi,second,diesel,9720000
3771,Peugeot,second,diesel,1030000
3772,Volvo,third,cng,5120000
3773,Ford,first,petrol,6230000
3774,Chevrolet,third,diesel,8680000
3775,Porsche,second,diesel,2370000
3776,Audi,second,petrol,3000000
3777,Peugeot,second,petrol,5870000
3778,Ford,first,lpg,8900000
3779,Ferrari,third,cng,8920000
3780,Volkswagen,second,cng,7940000
3781,Porsche,first,petrol,4360000
3782,Peugeot,first,petrol,7120000
3783,Volvo,first,petrol,2580000
3784,Ford,first,cng,9860000
3785,Renault,third,petrol,3670000
3786,Chevrolet,first,cng,7940000
3787,Lamborghini,second,lpg,6790000
3788,Toyota,second,petrol,9150000
3789,Volkswagen,third,diesel,3500000
3790,Toyota,third,cng,4980000
3791,Jaguar,third,lpg,1520000
3792,Ferrari,first,petrol,7480000
3793,Audi,first,diesel,1650000
3794,Ford,third,diesel,5440000
3795,Tesla,first,lpg,4340000
3796,Chevrolet,first,petrol,1540000
3797,Porsche,first,cng,8170000
3798,Chevrolet,second,diesel,7650000
3799,Ford,second,petrol,5530000
3800,Tesla,first,lpg,8030000
3801,Chevrolet,third,cng,4950000
3802,Porsche,first,cng,2540000
3803,Porsche,third,cng,6170000
3804,Mitsubishi,first,petrol,8970000
3805,Ford,third,diesel,1200000
3806,Ford,third,lpg,4380000
3807,Toyota,second,cng,9810000
3808,Ferrari,third,diesel,4530000
3809,Chevrolet,first,cng,6950000
3810,Mitsubishi,first,cng,4640000
3811,Audi,first,cng,1560000
3812,Renault,third,cng,4560000
3813,Chevrolet,third,cng,7360000
3814,Toyota,first,cng,5940000
3815,Toyota,third,diesel,7620000
3816,Jaguar,third,cng,2420000
3817,Porsche,first,lpg,6450000
3818,BMW,second,cng,4640000
3819,Tesla,second,cng,5440000
3820,Volvo,third,petrol,6270000
3821,Ferrari,third,cng,4020000
3822,Tesla,third,lpg,9430000
3823,Peugeot,third,petrol,7140000
3824,Volkswagen,first,diesel,9120000
3825,Renault,first,diesel,4580000
3826,Porsche,third,petrol,8050000
3827,Volvo,first,cng,8810000
3828,Ferrari,second,lpg,4330000
3829,Kia,first,lpg,7910000
3830,Renault,first,cng,7180000
3831,Jaguar,first,lpg,4080000
3832,Ford,first,lpg,6910000
3833,Peugeot,first,diesel,1250000
3834,Peugeot,third,lpg,9530000
3835,Jaguar,third,lpg,8300000
3836,Jaguar,first,lpg,2790000
3837,Porsche,second,lpg,2460000
3838,Jaguar,third,lpg,1850000
3839,Toyota,third,diesel,8280000
3840,Volvo,third,petrol,6110000
3841,Volkswagen,first,petrol,6100000
3842,Ferrari,third,petrol,4160000
3843,Peugeot,first,cng,9560000
3844,Volkswagen,third,diesel,9090000
3845,Porsche,third,cng,2740000
3846,Porsche,third,diesel,8150000
3847,Peugeot,second,diesel,1500000
3848,Volvo,first,petrol,8720000
3849,Ferrari,second,lpg,3370000
3850,Tesla,first,cng,4260000
3851,Renault,first,lpg,7320000
3852,Volkswagen,third,lpg,4480000
3853,Tesla,second,diesel,9970000
3854,Chevrolet,second,cng,9340000
3855,Peugeot,third,lpg,5950000
3856,Hyundai,first,petrol,6260000
3857,Tesla,second,petrol,2600000
3858,Tesla,first,diesel,7080000
3859,Jaguar,third,lpg,5980000
3860,Toyota,second,diesel,6210000
3861,Kia,second,petrol,1240000
3862,Kia,second,diesel,6970000
3863,Ford,third,cng,2720000
3864,Tesla,third,cng,6340000
3865,Tesla,second,diesel,3030000
3866,Ferrari,first,cng,5240000
3867,Jaguar,second,lpg,7160000
3868,Peugeot,first,cng,8660000
3869,Mitsubishi,third,lpg,2700000
3870,Tesla,second,petrol,6950000
3871,Tesla,second,lpg,3750000
3872,Renault,third,lpg,2900000
3873,Renault,first,lpg,9500000
3874,Jaguar,third,lpg,1140000
3875,Volkswagen,third,petrol,5640000
3876,Tesla,third,lpg,5010000
3877,Ferrari,third,cng,6820000
3878,Tesla,first,cng,3400000
3879,Ferrari,second,cng,3290000
3880,Toyota,first,lpg,1690000
3881,Ferrari,first,diesel,6330000
3882,Ferrari,third,diesel,2450000
3883,Jaguar,first,diesel,9930000
3884,Toyota,second,cng,9500000
3885,Jaguar,second,lpg,1430000
3886,Volkswagen,third,lpg,4700000
3887,Ferrari,second,cng,4880000
3888,Volvo,second,petrol,2960000
3889,Jaguar,third,petrol,5910000
3890,Jaguar,third,cng,4290000
3891,Toyota,first,cng,2580000
3892,Chevrolet,first,cng,2910000
3893,Ford,second,cng,8760000
3894,Ferrari,third,diesel,4170000
3895,Volkswagen,third,lpg,5260000
3896,Renault,third,petrol,6640000
3897,Ford,third,cng,6080000
3898,Volvo,third,diesel,4980000
3899,Jaguar,first,diesel,6700000
3900,Ferrari,second,lpg,5780000
3901,Ferrari,first,cng,3590000
3902,Tesla,third,lpg,9270000
3903,Volvo,third,lpg,9720000
3904,Ford,second,cng,4280000
3905,Chevrolet,third,cng,7650000
3906,Porsche,first,diesel,6980000
3907,Ford,first,diesel,7370000
3908,Chevrolet,second,diesel,7330000
3909,Volvo,second,petrol,4480000
3910,Ford,first,cng,8180000
3911,Honda,third,diesel,5080000
3912,Audi,second,lpg,8700000
3913,Porsche,first,cng,6990000
3914,Jaguar,first,lpg,4750000
3915,Chevrolet,third,lpg,5260000
3916,Chevrolet,third,diesel,9930000
3917,Volkswagen,second,lpg,9150000
3918,Peugeot,second,petrol,1010000
3919,Ford,first,petrol,9210000
3920,Renault,third,petrol,8270000
3921,Ford,second,cng,4470000
3922,Volkswagen,first,petrol,3200000
3923,Kia,third,lpg,1360000
3924,Volkswagen,second,petrol,7160000
3925,Volkswagen,second,lpg,9040000
3926,Peugeot,second,lpg,6220000
3927,Audi,third,lpg,5260000
3928,Tesla,second,lpg,6900000
3929,Toyota,second,petrol,9250000
3930,Jaguar,second,petrol,3210000
3931,Volkswagen,second,petrol,8930000
3932,Renault,third,lpg,5420000
3933,Ford,second,lpg,8220000
3934,Tesla,first,diesel,2950000
3935,Ferrari,third,petrol,8370000
3936,Jaguar,third,petrol,4130000
3937,Ferrari,first,cng,2790000
3938,Toyota,second,diesel,6290000
3939,Chevrolet,third,diesel,9830000
3940,Tesla,first,diesel,7480000
3941,Toyota,third,diesel,2670000
3942,Volvo,third,cng,1510000
3943,Chevrolet,second,lpg,1600000
3944,Ford,second,petrol,9020000
3945,Toyota,third,lpg,3190000
3946,Mitsubishi,third,lpg,9560000
3947,Peugeot,third,petrol,9200000
3948,Tesla,third,lpg,4190000
3949,Chevrolet,second,lpg,5530000
3950,Peugeot,second,petrol,7550000
3951,Ferrari,third,petrol,2820000
3952,Renault,second,petrol,9280000
3953,Peugeot,second,diesel,8300000
3954,Volkswagen,third,petrol,3930000
3955,Peugeot,third,petrol,1720000
3956,Toyota,second,lpg,4830000
3957,Ferrari,first,lpg,2890000
3958,Tesla,first,diesel,5230000
3959,Volkswagen,second,lpg,3330000
3960,Toyota,first,diesel,2190000
3961,Chevrolet,second,diesel,4520000
3962,Audi,second,petrol,2270000
3963,Ford,second,diesel,5350000
3964,Peugeot,second,petrol,9720000
3965,Ferrari,second,diesel,2640000
3966,Jaguar,third,petrol,7230000
3967,Jaguar,third,cng,3820000
3968,Ford,third,petrol,9120000
3969,Porsche,first,lpg,6450000
3970,Volkswagen,first,lpg,3190000
3971,Peugeot,third,petrol,7830000
3972,Renault,second,lpg,1300000
3973,Volkswagen,third,lpg,5920000
3974,Honda,first,cng,1230000
3975,Jaguar,third,cng,5850000
3976,Jaguar,second,petrol,1690000
3977,Ferrari,first,cng,7960000
3978,Chevrolet,second,cng,5230000
3979,Jaguar,third,lpg,4150000
3980,Volkswagen,first,diesel,6710000
3981,Toyota,second,cng,5380000
3982,Ford,first,diesel,2920000
3983,Mitsubishi,third,diesel,1660000
3984,Tesla,first,lpg,2530000
3985,Toyota,first,cng,7240000
3986,Renault,third,diesel,3850000
3987,Renault,first,diesel,1440000
3988,Ford,second,cng,6400000
3989,Tesla,first,diesel,1040000
3990,Tesla,first,petrol,6330000
3991,Ferrari,first,diesel,7220000
3992,Ford,third,diesel,8930000
3993,Ford,second,diesel,8000000
3994,Ford,first,diesel,3840000
3995,Jaguar,third,lpg,6330000
3996,Mitsubishi,first,lpg,8810000
3997,Tesla,first,petrol,6640000
3998,Renault,third,diesel,1440000
3999,Tesla,first,diesel,5970000
4000,Audi,third,diesel,9620000
4001,Kia,first,lpg,4970000
4002,Toyota,first,diesel,6340000
4003,Chevrolet,third,petrol,9140000
4004,Renault,second,lpg,2730000
4005,Ferrari,third,petrol,5660000
4006,Audi,third,diesel,2720000
4007,Chevrolet,first,diesel,8960000
4008,Porsche,third,diesel,4860000
4009,Audi,third,petrol,6710000
4010,BMW,third,diesel,3980000
4011,Porsche,first,petrol,2020000
4012,Ferrari,second,diesel,4000000
4013,Renault,third,petrol,8520000
4014,Ferrari,third,cng,4660000
4015,Toyota,first,lpg,9700000
4016,Chevrolet,first,lpg,1770000
4017,Tesla,first,cng,6390000
4018,Peugeot,second,diesel,7590000
4019,Jaguar,second,lpg,5580000
4020,Porsche,third,diesel,9720000
4021,Volkswagen,second,cng,5430000
4022,Ferrari,first,lpg,6060000
4023,Tesla,first,cng,2430000
4024,Chevrolet,first,cng,1650000
4025,Jaguar,first,diesel,4340000
4026,Volvo,first,lpg,8860000
4027,Porsche,third,petrol,2970000
4028,Audi,second,lpg,4170000
4029,Volvo,first,diesel,1600000
4030,Porsche,first,petrol,6590000
4031,Tesla,second,cng,9950000
4032,Jaguar,first,lpg,9900000
4033,Porsche,third,petrol,3440000
4034,Renault,second,cng,3100000
4035,Peugeot,first,cng,4310000
4036,Porsche,third,diesel,4830000
4037,Chevrolet,third,cng,1300000
4038,Ferrari,first,diesel,5320000
4039,Volkswagen,first,cng,8790000
4040,Ferrari,first,cng,3900000
4041,Ford,third,lpg,4630000
4042,Renault,second,lpg,2370000
4043,Chevrolet,second,petrol,2180000
4044,Chevrolet,first,petrol,6580000
4045,Volvo,first,lpg,2150000
4046,Chevrolet,third,petrol,7770000
4047,Jaguar,third,lpg,1620000
4048,BMW,third,lpg,8020000
4049,Volkswagen,second,diesel,2540000
4050,Jaguar,second,lpg,6570000
4051,Audi,second,petrol,1360000
4052,Peugeot,third,diesel,8180000
4053,Volvo,first,diesel,9010000
4054,Audi,first,diesel,5000000
4055,Ferrari,second,petrol,5950000
4056,Audi,second,diesel,3860000
4057,Ferrari,third,diesel,2560000
4058,Ferrari,third,petrol,5630000
4059,Volvo,second,cng,3190000
4060,Renault,first,lpg,7680000
4061,Jaguar,third,cng,4820000
4062,Ferrari,second,diesel,5760000
4063,Chevrolet,first,petrol,2600000
4064,Kia,third,cng,1130000
4065,Renault,third,diesel,5100000
4066,Porsche,third,petrol,9670000
4067,Ferrari,second,petrol,8040000
4068,Peugeot,third,lpg,1780000
4069,Renault,second,diesel,4890000
4070,Peugeot,first,lpg,1170000
4071,Mitsubishi,first,lpg,3850000
4072,Porsche,second,petrol,6420000
4073,Chevrolet,third,petrol,2540000
4074,Toyota,second,lpg,6930000
4075,Ferrari,third,petrol,9940000
4076,Ford,first,lpg,8260000
4077,Lamborghini,third,petrol,4240000
4078,Tesla,second,cng,7060000
4079,Jaguar,first,lpg,9610000
4080,Ferrari,first,diesel,8050000
4081,Ford,second,lpg,9920000
4082,Tesla,first,diesel,9620000
4083,Toyota,second,cng,1920000
4084,Tesla,third,cng,2280000
4085,Audi,third,lpg,5420000
4086,Tesla,first,diesel,2910000
4087,Ferrari,first,diesel,4770000
4088,Audi,second,cng,1090000
4089,Ferrari,second,lpg,4760000
4090,Peugeot,first,diesel,7870000
4091,Mitsubishi,second,diesel,9790000
4092,Ford,third,cng,6360000
4093,Volvo,third,lpg,1770000
4094,Audi,second,lpg,8570000
4095,Volvo,second,lpg,1320000
4096,Ford,first,cng,5990000
4097,Volvo,third,petrol,3450000
4098,Mitsubishi,first,cng,1010000
4099,Ford,second,petrol,7240000
4100,Toyota,third,lpg,4400000
4101,Renault,first,diesel,3950000
4102,Volvo,first,petrol,4470000
4103,Renault,first,cng,4160000
4104,Toyota,third,petrol,2100000
4105,Ferrari,third,cng,9690000
4106,Audi,third,cng,5310000
4107,Chevrolet,third,cng,8840000
4108,Porsche,second,diesel,1360000
4109,Ford,third,lpg,1160000
4110,Ford,third,lpg,9750000
4111,BMW,third,petrol,1170000
4112,Peugeot,first,diesel,8440000
4113,Tesla,first,cng,6480000
4114,Hyundai,second,lpg,4170000
4115,Toyota,second,diesel,9860000
4116,Renault,first,diesel,7310000
4117,Jaguar,second,diesel,8030000
4118,Tesla,first,petrol,2750000
4119,Volvo,second,cng,7060000
4120,Toyota,third,diesel,7460000
4121,Volkswagen,third,diesel,5460000
4122,Audi,second,cng,1840000
4123,Volkswagen,third,cng,2320000
4124,Ferrari,second,diesel,7090000
4125,Volkswagen,third,petrol,8480000
4126,Ford,second,cng,6560000
4127,Peugeot,second,lpg,6680000
4128,Audi,third,diesel,4880000
4129,Ford,second,lpg,3760000
4130,Porsche,second,diesel,6790000
4131,Renault,first,petrol,1290000
4132,Chevrolet,third,petrol,7750000
4133,Jeep,first,petrol,9410000
4134,Renault,first,diesel,8750000
4135,Chevrolet,third,petrol,6990000
4136,Porsche,second,lpg,8030000
4137,Audi,third,cng,1690000
4138,Kia,second,lpg,7500000
4139,Jaguar,second,petrol,2500000
4140,Ferrari,second,cng,4610000
4141,Tesla,third,petrol,6790000
4142,Nissan,first,petrol,4210000
4143,Audi,third,petrol,4730000
4144,Renault,second,petrol,5150000
4145,Ferrari,third,cng,4390000
4146,Peugeot,third,lpg,9390000
4147,Peugeot,third,diesel,6720000
4148,Jaguar,third,petrol,7900000
4149,Audi,first,petrol,1820000
4150,Volkswagen,first,petrol,5610000
4151,Volkswagen,third,lpg,7780000
4152,Audi,third,diesel,7340000
4153,Toyota,third,diesel,1520000
4154,Audi,third,cng,6380000
4155,Toyota,second,petrol,1500000
4156,Chevrolet,first,petrol,2020000
4157,Jaguar,second,lpg,2690000
4158,Ford,first,cng,2280000
4159,Volkswagen,first,diesel,9570000
4160,Volvo,first,lpg,1770000
4161,Toyota,third,cng,2820000
4162,Chevrolet,first,diesel,7060000
4163,Toyota,second,cng,4440000
4164,Jaguar,first,cng,1420000
4165,Ferrari,third,lpg,1590000
4166,Ferrari,second,diesel,7030000
4167,Volvo,first,diesel,1250000
4168,Tesla,first,diesel,8880000
4169,Toyota,second,petrol,8290000
4170,Toyota,third,diesel,9110000
4171,Chevrolet,first,diesel,9290000
4172,Volvo,second,lpg,7710000
4173,Tesla,third,cng,3310000
4174,Renault,second,petrol,1180000
4175,Toyota,first,petrol,4610000
4176,Volvo,third,petrol,4860000
4177,Audi,first,cng,4000000
4178,Chevrolet,third,diesel,6710000
4179,Renault,third,cng,9080000
4180,BMW,first,cng,5490000
4181,Ford,first,cng,7010000
4182,BMW,second,diesel,6970000
4183,Renault,first,cng,8890000
4184,Tesla,third,petrol,9170000
4185,Nissan,first,diesel,9120000
4186,Ford,third,petrol,3330000
4187,Volvo,second,diesel,4750000
4188,Porsche,first,cng,9820000
4189,Peugeot,second,diesel,5650000
4190,Volvo,first,lpg,4930000
4191,Ford,third,lpg,5640000
4192,Volvo,first,diesel,7040000
4193,Volvo,first,lpg,1570000
4194,Renault,first,lpg,2880000
4195,Jaguar,first,cng,3950000
4196,Toyota,third,cng,9310000
4197,Ford,second,diesel,8380000
4198,Jaguar,first,lpg,6270000
4199,Lamborghini,third,diesel,6650000
4200,Tesla,third,cng,3100000
4201,Porsche,third,petrol,1560000
4202,Volkswagen,third,lpg,3010000
4203,Ford,first,petrol,6080000
4204,Peugeot,third,petrol,4990000
4205,Chevrolet,second,petrol,4570000
4206,Jaguar,first,lpg,1950000
4207,Volvo,second,lpg,6800000
4208,Chevrolet,second,petrol,9320000
4209,Ferrari,second,diesel,9080000
4210,Peugeot,second,lpg,9590000
4211,Toyota,first,petrol,4100000
4212,Mitsubishi,first,lpg,4460000
4213,Renault,first,petrol,7490000
4214,Jaguar,first,cng,5650000
4215,Jaguar,first,lpg,2690000
4216,Ferrari,second,petrol,6770000
4217,Audi,second,diesel,6760000
4218,Tesla,first,petrol,9810000
4219,Chevrolet,first,lpg,5440000
4220,Tesla,second,lpg,9030000
4221,Kia,third,lpg,7960000
4222,Peugeot,first,lpg,6400000
4223,Renault,second,lpg,5030000
4224,Toyota,third,diesel,2940000
4225,Tesla,third,petrol,3500000
4226,Peugeot,first,cng,8890000
4227,Chevrolet,first,petrol,2120000
4228,Ford,first,cng,9210000
4229,Chevrolet,second,lpg,9510000
